generation,startTime,endTime,org.kevoree.modeling.optimization.executionmodel.Max_CloudRedondencyFitness_CloudRedondencyFitness,org.kevoree.modeling.optimization.executionmodel.Min_CloudRedondencyFitness_CloudRedondencyFitness,org.kevoree.modeling.optimization.executionmodel.ParetoMean_pareto,
1,1381854063750,1381854063750,66.66666666666666,66.66666666666666,29.222222222222218,
1,1381854063750,1381854063750,0.0,0.0,20.333333333333332,
1,1381854063750,1381854063750,33.33333333333333,33.33333333333333,24.777777777777775,
2,1381854063750,1381854063750,66.66666666666666,66.66666666666666,28.555555555555554,
2,1381854063750,1381854063750,100.0,100.0,33.0,
2,1381854063750,1381854063750,66.66666666666666,66.66666666666666,29.222222222222218,
3,1381854063750,1381854063750,33.33333333333333,33.33333333333333,24.777777777777775,
3,1381854063750,1381854063750,66.66666666666666,66.66666666666666,29.222222222222218,
4,1381854063750,1381854063750,100.0,100.0,33.0,
4,1381854063750,1381854063750,66.66666666666666,66.66666666666666,29.222222222222218,
5,1381854063750,1381854063750,66.66666666666666,66.66666666666666,29.222222222222218,
5,1381854063750,1381854063750,33.33333333333333,33.33333333333333,24.777777777777775,
6,1381854063750,1381854063750,66.66666666666666,66.66666666666666,29.222222222222218,
6,1381854063750,1381854063750,100.0,100.0,33.0,
7,1381854063750,1381854063750,33.33333333333333,33.33333333333333,24.777777777777775,
7,1381854063750,1381854063750,66.66666666666666,66.66666666666666,29.222222222222218,
8,1381854063750,1381854063750,100.0,100.0,33.0,
8,1381854063750,1381854063750,66.66666666666666,66.66666666666666,29.222222222222218,
9,1381854063750,1381854063750,66.66666666666666,66.66666666666666,29.222222222222218,
9,1381854063750,1381854063750,33.33333333333333,33.33333333333333,24.777777777777775,
10,1381854063750,1381854063750,66.66666666666666,66.66666666666666,29.222222222222218,
10,1381854063750,1381854063750,100.0,100.0,33.0,
11,1381854063750,1381854063750,33.33333333333333,33.33333333333333,24.777777777777775,
12,1381854063750,1381854063750,100.0,100.0,33.0,
13,1381854063750,1381854063750,33.33333333333333,33.33333333333333,24.777777777777775,
14,1381854063750,1381854063750,100.0,100.0,33.0,
15,1381854063750,1381854063750,33.33333333333333,33.33333333333333,24.777777777777775,
16,1381854063750,1381854063750,100.0,100.0,33.0,
17,1381854063750,1381854063750,33.33333333333333,33.33333333333333,24.777777777777775,
18,1381854063750,1381854063750,100.0,100.0,33.0,
19,1381854063750,1381854063750,33.33333333333333,33.33333333333333,24.777777777777775,
20,1381854063750,1381854063750,100.0,100.0,33.0,
