generation,startTime,endTime,org.kevoree.modeling.optimization.executionmodel.Max_CloudRedondencyFitness_CloudRedondencyFitness,org.kevoree.modeling.optimization.executionmodel.Min_CloudRedondencyFitness_CloudRedondencyFitness,org.kevoree.modeling.optimization.executionmodel.ParetoMean_pareto,
0,1383747495156,1383747495156,1.0,0.0,1.0,
1,1383747495156,1383747495156,0.9,0.0,0.9,
2,1383747495156,1383747495156,0.8,0.0,0.8,
3,1383747495156,1383747495156,0.7,0.0,0.7,
4,1383747495156,1383747495156,0.7,0.0,0.7,
5,1383747495156,1383747495156,0.6,0.0,0.6,
6,1383747495156,1383747495156,0.5,0.0,0.5,
7,1383747495156,1383747495156,0.5,0.0,0.5,
8,1383747495156,1383747495156,0.4,0.0,0.4,
9,1383747495156,1383747495156,0.4,0.0,0.4,
10,1383747495156,1383747495156,0.30000000000000004,0.0,0.30000000000000004,
11,1383747495156,1383747495156,0.19999999999999996,0.0,0.19999999999999996,
12,1383747495156,1383747495156,0.09999999999999998,0.0,0.09999999999999998,
13,1383747495156,1383747495156,0.0,0.0,0.0,
14,1383747495156,1383747495156,0.0,0.0,0.0,
15,1383747495156,1383747495156,0.0,0.0,0.0,
16,1383747495156,1383747495156,0.0,0.0,0.0,
17,1383747495156,1383747495156,0.0,0.0,0.0,
18,1383747495156,1383747495156,0.0,0.0,0.0,
19,1383747495156,1383747495156,0.0,0.0,0.0,
20,1383747495156,1383747495156,0.0,0.0,0.0,
21,1383747495156,1383747495156,0.0,0.0,0.0,
22,1383747495156,1383747495156,0.0,0.0,0.0,
23,1383747495156,1383747495156,0.0,0.0,0.0,
24,1383747495156,1383747495156,0.0,0.0,0.0,
25,1383747495156,1383747495156,0.0,0.0,0.0,
26,1383747495156,1383747495156,0.0,0.0,0.0,
27,1383747495156,1383747495156,0.0,0.0,0.0,
28,1383747495156,1383747495156,0.0,0.0,0.0,
29,1383747495156,1383747495156,0.0,0.0,0.0,
30,1383747495156,1383747495156,0.0,0.0,0.0,
31,1383747495156,1383747495156,0.0,0.0,0.0,
32,1383747495156,1383747495156,0.0,0.0,0.0,
33,1383747495156,1383747495156,0.0,0.0,0.0,
34,1383747495156,1383747495156,0.0,0.0,0.0,
35,1383747495156,1383747495156,0.0,0.0,0.0,
36,1383747495156,1383747495156,0.0,0.0,0.0,
