generation,startTime,endTime,org.kevoree.modeling.optimization.executionmodel.Max_CloudRedondencyFitness_CloudRedondencyFitness,org.kevoree.modeling.optimization.executionmodel.Min_CloudRedondencyFitness_CloudRedondencyFitness,org.kevoree.modeling.optimization.executionmodel.ParetoMean_pareto,
0,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
1,1383746528836,1383746528836,1.0,0.0,0.335,
2,1383746528836,1383746528836,1.0,0.0,0.3355555555555555,
3,1383746528836,1383746528836,1.0,0.0,0.3358333333333334,
4,1383746528836,1383746528836,1.0,0.0,0.3346666666666666,
5,1383746528836,1383746528836,1.0,0.0,0.33444444444444443,
6,1383746528836,1383746528836,1.0,0.0,0.3347619047619047,
7,1383746528836,1383746528836,1.0,0.0,0.3347619047619047,
8,1383746528836,1383746528836,1.0,0.0,0.33428571428571424,
9,1383746528836,1383746528836,1.0,0.0,0.33416666666666667,
10,1383746528836,1383746528836,1.0,0.0,0.33444444444444443,
11,1383746528836,1383746528836,1.0,0.0,0.3343333333333333,
12,1383746528836,1383746528836,1.0,0.0,0.3343333333333333,
13,1383746528836,1383746528836,1.0,0.0,0.33399999999999996,
14,1383746528836,1383746528836,1.0,0.0,0.33366666666666667,
15,1383746528836,1383746528836,1.0,0.0,0.33366666666666667,
16,1383746528836,1383746528836,1.0,0.0,0.33366666666666667,
17,1383746528836,1383746528836,1.0,0.0,0.33366666666666667,
18,1383746528836,1383746528836,1.0,0.0,0.33366666666666667,
19,1383746528836,1383746528836,1.0,0.0,0.33366666666666667,
20,1383746528836,1383746528836,1.0,0.0,0.33366666666666667,
21,1383746528836,1383746528836,1.0,0.0,0.3339393939393939,
22,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
23,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
24,1383746528836,1383746528836,1.0,0.0,0.3336363636363636,
25,1383746528836,1383746528836,1.0,0.0,0.3336363636363636,
26,1383746528836,1383746528836,1.0,0.0,0.3336363636363636,
27,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
28,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
29,1383746528836,1383746528836,1.0,0.0,0.33366666666666667,
30,1383746528836,1383746528836,1.0,0.0,0.33366666666666667,
31,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
32,1383746528836,1383746528836,1.0,0.0,0.33366666666666667,
33,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
34,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
35,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
36,1383746528836,1383746528836,1.0,0.0,0.3336363636363636,
37,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
38,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
39,1383746528836,1383746528836,1.0,0.0,0.3333333333333333,
40,1383746528836,1383746528836,1.0,0.0,0.3336363636363636,
41,1383746528836,1383746528836,1.0,0.0,0.3336363636363636,
